timestamp,bitcoin,"market_cap-weighted (max_weight=0.1, min_volume=1000000, min_liquidity=0.0)"
1373284800000,53.2737864011,100.0
1373371200000,52.4236220064,100.0
1373457600000,53.970997649,100.0
1373544000000,60.0983215543,100.0
1373630400000,68.6853242667,100.0
1373716800000,64.5592498607,100.0
1373803200000,67.169331292,100.0
1373889600000,68.414995365,100.0
1373976000000,68.6115489674,100.0
1374062400000,68.339014543,100.0
1374148800000,61.6301775446,100.0
1374235200000,63.0726105345,100.0
1374321600000,64.0256227792,100.0
1374408000000,62.6895697275,100.0
1374494400000,64.1437574076,100.0
1374580800000,64.9168822188,100.0
1374667200000,65.5153968162,100.0
1374753600000,67.1576901682,100.0
1374840000000,67.231183139,100.0
1374926400000,65.6326177251,100.0
1375012800000,66.9497544488,100.0
1375099200000,71.3351348769,100.0
1375185600000,71.3221045863,100.0
1375272000000,76.2751543491,100.0
1375358400000,74.9113791861,100.0
1375444800000,74.5275841979,100.0
1375531200000,72.3113174882,100.0
1375617600000,72.968898648,100.0
1375704000000,73.8565859086,100.0
1375790400000,74.1890347549,100.0
1375876800000,74.650291585,100.0
1375963200000,72.9865315574,100.0
1376049600000,72.2609330798,100.0
1376136000000,71.8631969766,100.0
1376222400000,72.7202231562,100.0
1376308800000,72.8388804065,100.0
1376395200000,74.3361358433,100.0
1376481600000,78.4411907412,100.0
1376568000000,77.6648489604,100.0
1376654400000,77.6641822197,100.0
1376740800000,76.2646889306,100.0
1376827200000,79.5244525209,100.0
1376913600000,83.4975275634,100.0
1377000000000,84.4824035946,100.0
1377086400000,85.1771753968,100.0
1377172800000,85.7162801593,100.0
1377259200000,83.6611186809,100.0
1377345600000,83.0077054409,100.0
1377432000000,84.7817095506,100.0
1377518400000,84.9999338843,100.0
1377604800000,87.4610430819,100.0
1377691200000,86.1908707692,100.0
1377777600000,85.765341212,100.0
1377864000000,84.6503458975,100.0
1377950400000,95.2514099803,100.0
1378036800000,96.1732896059,100.0
1378123200000,96.9006550052,100.0
1378209600000,93.0821653599,100.0
1378296000000,95.6651926165,100.0
1378382400000,86.9234133532,100.0
1378468800000,87.9017345992,100.0
1378555200000,86.5776435173,100.0
1378641600000,85.9160170878,100.0
1378728000000,84.4130967324,100.0
1378814400000,89.5859148067,100.0
1378900800000,89.2172344082,100.0
1378987200000,92.734830742,100.0
1379073600000,94.8034313008,100.0
1379160000000,92.6689333597,100.0
1379246400000,91.5578093079,100.0
1379332800000,92.3865459639,100.0
1379419200000,92.1307752678,100.0
1379505600000,92.7371928241,100.0
1379592000000,91.2266933976,100.0
1379678400000,90.1176312952,100.0
1379764800000,89.702478786,100.0
1379851200000,89.6782907768,100.0
1379937600000,88.5035053619,100.0
1380024000000,88.8222619112,100.0
1380110400000,90.6249178517,100.0
1380196800000,89.6932324855,100.0
1380283200000,92.3050874888,100.0
1380369600000,93.1077941302,100.0
1380456000000,97.7104010886,100.0
1380542400000,92.5197804058,100.0
1380628800000,93.2772727396,100.0
1380715200000,92.708267378,100.0
1380801600000,82.2678512262,100.0
1380888000000,89.4844622912,100.0
1380974400000,91.0387991032,100.0
1381060800000,88.6949629473,100.0
1381147200000,89.8629384933,100.0
1381233600000,87.7710138198,100.0
1381320000000,89.4941702976,100.0
1381406400000,91.4077336484,100.0
1381492800000,91.1810841953,100.0
1381579200000,93.5921882709,100.0
1381665600000,94.4646727112,100.0
1381752000000,99.7603031305,100.0
1381838400000,97.5359769725,100.0
1381924800000,104.867471347,100.0
1382011200000,101.245464654,100.0
1382097600000,104.496235733,100.0
1382184000000,120.380163903,100.0
1382270400000,119.931057875,100.0
1382356800000,128.544265546,100.0
1382443200000,137.124709571,100.0
1382529600000,138.772546086,100.0
1382616000000,139.243405993,100.0
1382702400000,125.135598078,100.0
1382788800000,128.071263319,100.0
1382875200000,128.213591027,100.0
1382961600000,138.245075063,100.0
1383048000000,140.376168979,100.0
1383134400000,143.862832931,100.0
1383220800000,141.255684896,100.0
1383307200000,142.948845306,100.0
1383393600000,144.712148508,100.0
1383480000000,143.261998266,100.0
1383566400000,152.773174392,100.0
1383652800000,165.805139094,100.0
1383739200000,179.311049337,100.0
1383825600000,205.520326315,100.0
1383912000000,221.821684887,100.0
1383998400000,248.643746639,100.0
1384084800000,222.659350417,100.0
1384171200000,229.642557111,100.0
1384257600000,248.381201214,100.0
1384344000000,265.388635838,100.0
1384430400000,295.637314722,100.0
1384516800000,301.716303504,100.0
1384603200000,312.964450412,100.0
1384689600000,334.185629724,100.0
1384776000000,387.717644547,100.0
1384862400000,422.88168137,100.0
1384948800000,327.181004249,100.0
1385035200000,448.24885103,100.0
1385121600000,506.766288031,100.0
1385208000000,576.902699288,100.0
1385294400000,530.580248018,100.0
1385380800000,562.858878428,100.0
1385467200000,582.501740946,100.0
1385553600000,636.661664847,100.0
1385640000000,716.548156443,100.0
1385726400000,767.286551103,100.0
1385812800000,789.643769216,100.0
1385899200000,718.491072834,100.0
1385985600000,681.467480233,100.0
1386072000000,757.422452852,100.0
1386158400000,785.638938247,100.0
1386244800000,654.829257555,100.0
1386331200000,710.140233994,100.0
1386417600000,549.048353044,100.0
1386504000000,528.488368218,100.0
1386590400000,622.884954507,100.0
1386676800000,644.550367138,100.0
1386763200000,617.121967535,100.0
1386849600000,602.62963308,100.0
1386936000000,634.241014052,100.0
1387022400000,611.340151592,100.0
1387108800000,584.309729218,100.0
1387195200000,576.567539094,100.0
1387281600000,495.632326215,100.0
1387368000000,349.272976765,100.0
1387454400000,465.302613989,100.0
1387540800000,480.693943989,100.0
1387627200000,427.82630281,100.0
1387713600000,451.745390653,100.0
1387800000000,445.557495809,100.0
1387886400000,459.710507583,100.0
1387972800000,467.370009423,100.0
1388059200000,500.174383718,100.0
1388145600000,531.469121522,107.80438468
1388232000000,520.936898875,109.572612076
1388318400000,507.050095111,105.93782891
1388404800000,528.428306923,113.023348281
1388491200000,526.486479566,114.462920098
1388577600000,537.915665508,121.326211319
1388664000000,539.908080434,133.512129213
1388750400000,573.833244409,150.873106579
1388836800000,575.93059989,144.233962994
1388923200000,606.495604395,153.092870985
1389009600000,694.16445156,174.842817074
1389096000000,645.089870592,158.535645366
1389182400000,602.454076846,138.335491918
1389268800000,586.078182472,133.707322356
1389355200000,585.488013896,132.84611231
1389441600000,637.3661709,152.596214504
1389528000000,605.76410795,141.273064621
1389614400000,583.198477586,133.547179372
1389700800000,586.363118111,133.744089922
1389787200000,602.324935276,153.816533562
1389873600000,595.969093548,151.05412883
1389960000000,579.255369171,144.516033831
1390046400000,586.274602249,152.360586634
1390132800000,583.129111305,165.640855297
1390219200000,613.025384833,190.777409088
1390305600000,604.07999633,227.238459217
1390392000000,588.83598332,227.762427957
1390478400000,588.95777033,220.262206156
1390564800000,555.830725391,200.943437249
1390651200000,574.284236359,218.683779621
1390737600000,602.009698437,236.116101646
1390824000000,606.649800079,232.740663623
1390910400000,567.003928623,207.964912909
1390996800000,573.092530146,209.053632336
1391083200000,564.736266247,209.998070415
1391169600000,574.499335576,218.900836935
1391256000000,590.147926502,232.716518318
1391342400000,584.443162828,227.345856418
1391428800000,569.808805253,213.720534153
1391515200000,581.034948206,231.4235107
1391601600000,580.316539059,289.879577498
1391688000000,561.770240638,269.231113135
1391774400000,497.086280015,232.090456243
1391860800000,496.593677447,233.058392939
1391947200000,484.142987677,232.097923977
1392033600000,436.152154922,207.62757004
1392120000000,495.628541729,256.960922925
1392206400000,459.557448073,241.634110904
1392292800000,454.156350169,234.860804795
1392379200000,439.697952954,262.594847651
1392465600000,449.905990377,271.91321139
1392552000000,450.05501124,252.985718605
1392638400000,452.388732943,243.646083473
1392724800000,440.47066257,225.750797932
1392811200000,433.563537117,226.959553817
1392897600000,415.609332698,196.825799357
1392984000000,401.174513128,186.881402798
1393070400000,397.398090269,183.216714261
1393156800000,435.202354535,203.867487868
1393243200000,407.821391909,234.852286763
1393329600000,353.262132417,193.634657733
1393416000000,402.60495061,217.87740238
1393502400000,400.591514358,220.388233745
1393588800000,394.238496768,213.517945876
1393675200000,389.215141053,207.118862273
1393761600000,397.624477037,209.067271052
1393848000000,413.743977358,246.52043878
1393934400000,478.994157339,321.650786467
1394020800000,460.238916669,301.214732035
1394107200000,462.575180208,306.868821802
1394193600000,446.453816314,287.273102163
1394280000000,435.564803511,272.31941151
1394366400000,434.702113693,268.339135012
1394452800000,439.651359654,274.170579293
1394539200000,439.512230007,258.8329843
1394625600000,444.201729877,282.189029988
1394712000000,449.218609401,282.744989055
1394798400000,442.706166915,278.170738766
1394884800000,442.933315144,278.402326576
1394971200000,443.107658442,284.912349657
1395057600000,432.388282164,271.178278149
1395144000000,426.637094721,271.856031942
1395230400000,429.447289892,278.649512657
1395316800000,415.191175107,253.802008327
1395403200000,398.909181555,237.683679305
1395489600000,392.627152252,257.466304663
1395576000000,393.908907143,259.104071965
1395662400000,395.308279929,266.384754295
1395748800000,402.681783131,275.387548782
1395835200000,408.477166189,284.970446789
1395921600000,389.188548871,259.411173065
1396008000000,350.788729474,219.39652824
1396094400000,349.084224842,217.588877818
1396180800000,332.83384523,212.260142881
1396267200000,314.228961485,194.228691914
1396353600000,340.309353982,214.697975523
1396440000000,342.772875884,214.57657982
1396526400000,302.83384546,162.826945008
1396612800000,315.172213695,171.847364364
1396699200000,314.103639128,168.736399883
1396785600000,317.433816803,174.553157804
1396872000000,320.322345305,178.787748902
1396958400000,315.210875252,172.058203771
1397044800000,315.496042087,171.684455714
1397131200000,286.556961428,146.307835849
1397217600000,290.024068116,150.174042427
1397304000000,297.925684348,158.846373877
1397390400000,290.942914332,195.380896503
1397476800000,324.279080751,254.1002112
1397563200000,349.729403186,286.09116794
1397649600000,361.006540295,288.182972243
1397736000000,343.832206528,300.639721363
1397822400000,337.06617605,306.085816453
1397908800000,346.745783793,329.760927778
1397995200000,352.319757031,329.416749339
1398081600000,349.225257117,317.075493017
1398168000000,346.392129467,283.909435647
1398254400000,343.261537196,283.235623093
1398340800000,341.887100034,284.100781804
1398427200000,312.151444136,232.434077148
1398513600000,316.048270098,272.226540355
1398600000000,318.204334113,252.405802816
1398686400000,303.135086666,231.209154992
1398772800000,314.348032077,248.345754723
1398859200000,311.206726766,250.983522492
1398945600000,315.609614649,255.403468694
1399032000000,311.458574283,246.866442487
1399118400000,309.266958351,243.953815326
1399204800000,302.378799765,236.05111291
1399291200000,302.954925876,236.127936705
1399377600000,301.148712155,236.816108027
1399464000000,306.26499577,241.890524021
1399550400000,309.851146708,245.946133223
1399636800000,310.585246766,247.014240967
1399723200000,315.478285849,252.046942674
1399809600000,312.825964982,247.434019486
1399896000000,306.95767456,240.598242768
1399982400000,305.756628033,239.819144151
1400068800000,310.244660094,244.297217802
1400155200000,314.367472517,283.681146778
1400241600000,314.557265446,309.932330853
1400328000000,315.476143438,298.372693963
1400414400000,313.262416181,275.425259829
1400500800000,310.133919838,305.327806532
1400587200000,319.051897572,304.923966431
1400673600000,343.991124041,331.231629696
1400760000000,355.128444714,336.063583418
1400846400000,374.426994738,344.168553607
1400932800000,362.791950151,366.110106848
1401019200000,395.337912626,403.615992803
1401105600000,405.574342217,404.230368091
1401192000000,393.776694918,400.932449875
1401278400000,400.981510929,475.465005649
1401364800000,394.46215107,420.217889304
1401451200000,413.241095218,447.227489065
1401537600000,432.057659372,472.295004518
1401624000000,450.30448099,486.003926482
1401710400000,437.530213493,502.404458797
1401796800000,459.767726014,514.194206368
1401883200000,445.050458021,470.842986363
1401969600000,455.720930246,461.959843025
1402056000000,459.85879188,449.513085549
1402142400000,458.160075964,444.913590632
1402228800000,459.313794612,527.141578234
1402315200000,454.226616387,448.163498816
1402401600000,458.534763945,498.938247584
1402488000000,448.735110358,494.881326797
1402574400000,444.501177952,500.659717413
1402660800000,428.386073983,470.323195777
1402747200000,406.929882386,438.946212735
1402833600000,395.788122605,420.225184777
1402920000000,422.524093081,450.045366827
1403006400000,420.234074233,443.454282891
1403092800000,428.178767445,593.983638029
1403179200000,424.146110827,587.518688101
1403265600000,414.624027779,580.52165746
1403352000000,417.834966736,437.563727996
1403438400000,423.01253624,445.165301156
1403524800000,412.903707767,430.26791029
1403611200000,416.90444453,435.308712395
1403697600000,396.098459231,454.580721588
1403784000000,402.126846339,469.035781358
1403870400000,409.557226475,477.236720165
1403956800000,421.764410735,560.265719894
1404043200000,418.456429476,550.554434352
1404129600000,438.710852987,573.499296484
1404216000000,455.646761387,584.164635103
1404302400000,451.661770256,536.50619179
1404388800000,454.740178561,525.326634807
1404475200000,442.044548003,503.810184995
1404561600000,442.145188687,485.551097286
1404648000000,443.001691433,476.280815345
1404734400000,438.602892183,488.165016286
1404820800000,435.713023172,452.770471883
1404907200000,436.087492965,459.707956916
1404993600000,429.940924319,713.976442196
1405080000000,436.298262032,457.056237809
1405166400000,441.217558905,463.507451313
1405252800000,441.657278842,490.905492404
1405339200000,434.251841232,472.602118388
1405425600000,435.362598424,473.760892833
1405512000000,431.964559109,464.312013264
1405598400000,427.976450323,458.826085897
1405684800000,434.128271559,476.273238458
1405771200000,438.170428408,477.439562486
1405857600000,437.649729512,472.883057211
1405944000000,433.834068144,469.571329067
1406030400000,435.924202421,475.140282663
1406116800000,435.935977929,472.19315442
1406203200000,425.843864569,455.307451415
1406289600000,419.570676337,433.138269473
1406376000000,417.24195984,426.328749045
1406462400000,417.177810701,430.178382819
1406548800000,406.060243594,413.187598972
1406635200000,408.928399873,418.193927186
1406721600000,402.670922223,404.592342388
1406808000000,399.342766301,397.097021448
1406894400000,412.630867854,421.81503469
1406980800000,412.177395011,419.658695473
1407067200000,408.450964343,412.036049904
1407153600000,409.896091428,410.57962542
1407240000000,410.46620753,407.110746726
1407326400000,407.862200234,400.834814737
1407412800000,409.782105503,396.509551096
1407499200000,413.677953284,403.168177826
1407585600000,411.66765182,398.176211584
1407672000000,415.258837837,405.093072278
1407758400000,411.385507515,393.753210459
1407844800000,398.039457294,345.257540837
1407931200000,384.774805605,319.225151592
1408017600000,359.641165483,299.392783558
1408104000000,354.772078362,290.473828258
1408190400000,348.791010748,283.369993932
1408276800000,347.008774372,277.711690611
1408363200000,321.253176692,221.874678933
1408449600000,332.741826372,238.524673016
1408536000000,335.805379828,261.041409136
1408622400000,361.649788627,304.214028085
1408708800000,354.646204334,353.443526819
1408795200000,353.716508085,333.750805306
1408881600000,350.430636515,347.32479611
1408968000000,350.896183936,368.330151602
1409054400000,356.622706293,431.185328566
1409140800000,360.974171439,407.588358799
1409227200000,355.489700181,384.527671663
1409313600000,353.926344754,339.802090403
1409400000000,352.907697525,362.381262264
1409486400000,343.684814258,351.214997781
1409572800000,336.719924571,340.805811752
1409659200000,333.864029352,329.018458181
1409745600000,334.522164043,333.889936183
1409832000000,336.223141741,353.573418575
1409918400000,341.407358449,357.381151276
1410004800000,339.466915441,383.030438844
1410091200000,340.704024031,383.183954695
1410177600000,328.371912414,362.343595315
1410264000000,329.34296061,381.288738576
1410350400000,337.056800763,398.016419838
1410436800000,333.93774363,397.077597198
1410523200000,332.516524575,394.232650201
1410609600000,334.793166161,401.255794628
1410696000000,333.337363097,431.969754194
1410782400000,332.284808685,452.991521366
1410868800000,331.074148074,445.698711636
1410955200000,323.774853053,437.810779991
1411041600000,312.683952589,503.502815673
1411128000000,275.670554805,395.990494957
1411214400000,293.82914208,432.049262153
1411300800000,277.576707169,421.991109796
1411387200000,282.189011274,433.87570494
1411473600000,278.31076464,422.773163963
1411560000000,298.21829291,427.799157941
1411646400000,287.573263358,426.066576912
1411732800000,280.398767135,439.553028057
1411819200000,283.707058582,442.331061474
1411905600000,277.310656096,420.329365413
1411992000000,263.789538403,401.789485631
1412078400000,266.392128456,408.360076721
1412164800000,267.757078443,415.862532045
1412251200000,267.123422691,392.243011657
1412337600000,261.929302718,383.146206762
1412424000000,243.37239811,339.241706952
1412510400000,218.693396327,288.061458342
1412596800000,229.764996107,301.696191205
1412683200000,227.330172826,304.398387055
1412769600000,237.041493943,321.714367018
1412856000000,258.595323332,356.596723619
1412942400000,254.657983737,343.650432121
1413028800000,250.152532696,330.354523826
1413115200000,250.369735324,332.201699691
1413201600000,266.401750826,358.611631037
1413288000000,283.046073544,396.630752608
1413374400000,276.90775664,379.971277734
1413460800000,270.163705942,367.977221258
1413547200000,263.056858323,356.853600477
1413633600000,268.897599703,368.587150726
1413720000000,270.849486297,368.018847998
1413806400000,267.214057887,358.99005212
1413892800000,271.458063907,366.742110203
1413979200000,269.830559348,360.643106008
1414065600000,259.879937717,348.035526864
1414152000000,250.469595386,334.633774246
1414238400000,242.819438169,320.073513732
1414324800000,249.067405337,331.86831871
1414411200000,248.647219182,336.45032496
1414497600000,251.46516571,340.223189273
1414584000000,244.109714424,326.275617653
1414670400000,235.788860883,314.09585191
1414756800000,238.087973318,316.891448775
1414843200000,231.316043851,301.180755586
1414929600000,225.283880711,288.665002605
1415016000000,230.113527304,295.51427847
1415102400000,228.418283867,292.805653777
1415188800000,236.407508422,304.598704689
1415275200000,239.68358979,309.545533317
1415361600000,240.077016058,307.886764651
1415448000000,240.566246446,307.017642026
1415534400000,244.908340971,313.704818411
1415620800000,258.648889724,335.295622143
1415707200000,258.076442616,336.753163967
1415793600000,272.595871882,355.552446457
1415880000000,301.656688439,402.057197619
1415966400000,276.215029906,355.076286467
1416052800000,274.844261742,353.205101612
1416139200000,271.958243329,346.864777895
1416225600000,285.662155425,368.913520125
1416312000000,263.393781138,328.245856872
1416398400000,265.931121822,333.110108106
1416484800000,252.141901778,306.400291634
1416571200000,247.342884532,297.136516939
1416657600000,254.22273932,308.597858404
1416744000000,249.866658793,321.841347721
1416830400000,260.059657857,344.19559007
1416916800000,274.595450746,373.578701402
1417003200000,259.475178102,361.323444975
1417089600000,260.957326159,395.074291532
1417176000000,253.841807218,398.709284393
1417262400000,269.043007513,421.142582826
1417348800000,265.370842537,400.148661717
1417435200000,265.3043624,377.567651625
1417521600000,266.648324061,401.764591242
1417608000000,262.337558183,394.917801239
1417694400000,258.083155898,392.227019688
1417780800000,260.565842736,398.730089917
1417867200000,262.08268078,401.262466256
1417953600000,262.455646672,412.28265901
1418040000000,256.334112972,392.704037242
1418126400000,245.096219615,388.994551317
1418212800000,244.627268931,395.750826294
1418299200000,249.392867734,406.514969103
1418385600000,244.621869571,399.35415453
1418472000000,242.987901898,400.734272078
1418558400000,243.867269522,404.343754081
1418644800000,243.090533525,406.681268209
1418731200000,233.549188967,393.640457931
1418817600000,222.472973807,401.918361239
1418904000000,219.624444554,409.145206915
1418990400000,217.517966003,421.603536074
1419076800000,230.039634585,431.33370565
1419163200000,226.621553272,435.882439057
1419249600000,230.145401405,444.236611659
1419336000000,231.602104237,450.610317235
1419422400000,231.635141904,438.512843905
1419508800000,223.204134727,422.454497416
1419595200000,226.308635159,436.907311382
1419681600000,224.029278645,429.715312546
1419768000000,218.689666728,414.251473383
1419854400000,219.865143667,420.212263122
1419940800000,217.1596528,411.869921211
1420027200000,218.123000498,411.363339581
1420113600000,220.771902871,416.419610291
1420200000000,219.86953916,413.008560542
1420286400000,212.957598453,387.41713476
1420372800000,197.580424406,348.725407999
1420459200000,190.405629673,335.71979082
1420545600000,192.086306197,344.268720907
1420632000000,199.631297727,354.70850981
1420718400000,200.848589144,352.378943917
1420804800000,197.946273451,347.878265523
1420891200000,194.851770739,333.36591
1420977600000,192.960273378,327.596290903
1421064000000,188.000891837,309.181460775
1421150400000,160.560714272,252.172705071
1421236800000,135.274084437,209.077977545
1421323200000,147.639453924,227.187637668
1421409600000,149.407966926,235.631386562
1421496000000,138.706932515,210.742763914
1421582400000,148.254780564,227.330461124
1421668800000,147.398861265,226.603740067
1421755200000,146.323608017,223.285539775
1421841600000,148.507868171,229.902508045
1421928000000,162.110150521,250.625428155
1422014400000,158.402546705,245.511745156
1422100800000,164.605292517,260.065135876
1422187200000,171.443047688,292.805551759
1422273600000,209.146772829,334.234176831
1422360000000,177.630901462,283.388319803
1422446400000,181.293876075,293.845742196
1422532800000,156.813171732,261.308281098
1422619200000,162.381308813,268.364315513
1422705600000,159.873707037,263.239433206
1422792000000,149.909780829,230.660146851
1422878400000,157.426069682,247.227888185
1422964800000,169.478686356,260.9919455
1423051200000,159.129208784,237.977744726
1423137600000,157.692353831,234.485265872
1423224000000,151.661156313,234.930244515
1423310400000,160.138430117,247.675787028
1423396800000,159.140730915,244.579979099
1423483200000,153.568078648,227.143905148
1423569600000,151.286556031,236.83347743
1423656000000,153.852358958,244.493303346
1423742400000,152.989096231,242.060357044
1423828800000,164.18817066,264.111466611
1423915200000,172.237333007,277.773786353
1424001600000,177.658803091,292.115654323
1424088000000,162.954272787,256.067724454
1424174400000,167.043926012,263.526219729
1424260800000,169.205307394,268.469383373
1424347200000,166.292125506,263.266468985
1424433600000,169.976480067,269.416904172
1424520000000,170.906667588,271.396918254
1424606400000,170.978180148,271.623992238
1424692800000,162.982265115,254.264394518
1424779200000,166.247594072,260.653311153
1424865600000,165.907143679,259.584657986
1424952000000,165.401953709,258.001367114
1425038400000,176.513864254,271.782676024
1425124800000,177.005852655,272.091378511
1425211200000,175.547944264,267.590657561
1425297600000,181.166531188,269.613805557
1425384000000,191.229560283,275.633882721
1425470400000,195.344611076,268.533553243
1425556800000,188.427813805,271.652839687
1425643200000,189.534487791,271.248443102
1425729600000,190.233511135,272.442572435
1425816000000,191.470868942,269.25803318
1425902400000,195.750440977,276.988071743
1425988800000,205.911065164,288.851761645
1426075200000,204.743200492,286.080658725
1426161600000,204.700858651,285.052861451
1426248000000,203.127735637,284.332660321
1426334400000,198.132354047,275.913390645
1426420800000,198.955064358,277.768394448
1426507200000,204.022964899,286.39358661
1426593600000,203.324554869,285.919829497
1426680000000,188.601097622,261.137757626
1426766400000,180.689132181,246.923031838
1426852800000,181.903743516,248.024813428
1426939200000,181.617122376,246.472317375
1427025600000,182.291391921,248.299028881
1427112000000,187.54021565,258.119016866
1427198400000,178.287778742,238.810006185
1427284800000,171.906700957,234.350947732
1427371200000,175.521737599,228.978929167
1427457600000,172.853869612,223.528831145
1427544000000,176.722322526,233.42362464
1427630400000,171.912894826,224.260088793
1427716800000,170.377457216,222.148328038
1427803200000,170.852899741,222.837478609
1427889600000,169.706324668,215.501117046
1427976000000,172.158615138,220.568659923
1428062400000,177.322912422,228.525629788
1428148800000,176.22535943,225.687886661
1428235200000,179.065856346,232.905395867
1428321600000,180.151116285,232.891094533
1428408000000,177.300699852,229.134613741
1428494400000,171.447992516,223.201621133
1428580800000,169.21180927,216.688447176
1428667200000,166.545108456,211.641980638
1428753600000,164.236858265,205.645866549
1428840000000,164.92062516,203.753258156
1428926400000,163.681173383,200.67909926
1429012800000,154.939774588,182.072853146
1429099200000,155.09754836,181.567521081
1429185600000,157.865704613,188.005785602
1429272000000,155.933940094,186.278109269
1429358400000,154.925205061,183.860217857
1429444800000,157.909892187,190.877101597
1429531200000,157.669852548,190.296353561
1429617600000,157.332448964,189.481036391
1429704000000,164.587994747,201.771124906
1429790400000,164.468490561,201.478014193
1429876800000,162.023653301,196.566486102
1429963200000,159.739960064,190.985928523
1430049600000,153.024253043,177.673280824
1430136000000,152.66581621,176.839957354
1430222400000,157.24600664,184.217221311
1430308800000,156.977810212,183.604536829
1430395200000,162.893173094,194.93337797
1430481600000,163.70798874,195.670655166
1430568000000,164.23641828,196.244696207
1430654400000,169.475341372,203.710096892
1430740800000,168.866819293,202.690482863
1430827200000,163.42577498,192.751761334
1430913600000,164.389984258,194.620199198
1431000000000,161.640122914,190.465622768
1431086400000,166.373044918,194.458925317
1431172800000,167.936435031,195.801020128
1431259200000,169.848832907,198.131008384
1431345600000,168.251769065,194.387386266
1431432000000,168.434476602,194.809334526
1431518400000,169.597039802,197.489310155
1431604800000,165.565639707,189.455849507
1431691200000,165.94836327,190.330735626
1431777600000,165.52248637,189.352580132
1431864000000,165.473460436,189.240395228
1431950400000,165.700239414,189.758742549
1432036800000,162.495120536,184.243080883
1432123200000,163.192088393,185.820197794
1432209600000,164.424871525,188.617087023
1432296000000,164.668337412,196.010836815
1432382400000,168.333357799,217.830189889
1432468800000,167.471728134,212.969143915
1432555200000,166.050608994,210.367738994
1432641600000,166.376748545,210.742511006
1432728000000,166.312582371,213.75296293
1432814400000,166.036643453,226.865002595
1432900800000,165.579467165,241.694740366
1432987200000,162.991137003,237.67888854
1433073600000,161.970518923,226.982789565
1433160000000,159.284498481,221.379423151
1433246400000,156.259847379,214.546669601
1433332800000,157.839385787,221.09405169
1433419200000,157.713238962,220.083423082
1433505600000,157.071222035,220.062601759
1433592000000,157.618942084,226.725766113
1433678400000,157.485269888,225.897287207
1433764800000,157.562961359,225.996285677
1433851200000,161.002221313,232.782546761
1433937600000,160.654444604,231.362974312
1434024000000,160.732493467,232.313890326
1434110400000,161.129937605,233.461359953
1434196800000,160.94610472,232.928344462
1434283200000,163.590486586,249.228758905
1434369600000,164.658653497,250.84303031
1434456000000,168.536760907,273.473414187
1434542400000,178.365890786,315.268830198
1434628800000,175.124563083,313.360700972
1434715200000,172.735452277,313.722245803
1434801600000,169.71364297,307.899922983
1434888000000,171.156277128,319.380476918
1434974400000,172.322180151,320.862342962
1435060800000,170.418723667,315.678658585
1435147200000,170.602944223,314.300699067
1435233600000,169.527535241,307.456632579
1435320000000,169.367785218,308.108369168
1435406400000,171.733930133,313.998598781
