timestamp,bitcoin,"volume-weighted (max_weight=0.1, min_volume=1000000, min_liquidity=0.0)"
1376395200000,74.3361358433,100.0
1376481600000,78.4411907412,100.0
1376568000000,77.6648489604,100.0
1376654400000,77.6641822197,100.0
1376740800000,76.2646889306,100.0
1376827200000,79.5244525209,100.0
1376913600000,83.4975275634,100.0
1377000000000,84.4824035946,100.0
1377086400000,85.1771753968,100.0
1377172800000,85.7162801593,100.0
1377259200000,83.6611186809,100.0
1377345600000,83.0077054409,100.0
1377432000000,84.7817095506,100.0
1377518400000,84.9999338843,100.0
1377604800000,87.4610430819,100.0
1377691200000,86.1908707692,100.0
1377777600000,85.765341212,100.0
1377864000000,84.6503458975,100.0
1377950400000,95.2514099803,100.0
1378036800000,96.1732896059,100.0
1378123200000,96.9006550052,100.0
1378209600000,93.0821653599,100.0
1378296000000,95.6651926165,100.0
1378382400000,86.9234133532,100.0
1378468800000,87.9017345992,100.0
1378555200000,86.5776435173,100.0
1378641600000,85.9160170878,100.0
1378728000000,84.4130967324,100.0
1378814400000,89.5859148067,100.0
1378900800000,89.2172344082,100.0
1378987200000,92.734830742,100.0
1379073600000,94.8034313008,100.0
1379160000000,92.6689333597,100.0
1379246400000,91.5578093079,100.0
1379332800000,92.3865459639,100.0
1379419200000,92.1307752678,100.0
1379505600000,92.7371928241,100.0
1379592000000,91.2266933976,100.0
1379678400000,90.1176312952,100.0
1379764800000,89.702478786,100.0
1379851200000,89.6782907768,100.0
1379937600000,88.5035053619,100.0
1380024000000,88.8222619112,100.0
1380110400000,90.6249178517,100.0
1380196800000,89.6932324855,100.0
1380283200000,92.3050874888,100.0
1380369600000,93.1077941302,100.0
1380456000000,97.7104010886,100.0
1380542400000,92.5197804058,100.0
1380628800000,93.2772727396,100.0
1380715200000,92.708267378,100.0
1380801600000,82.2678512262,100.0
1380888000000,89.4844622912,100.0
1380974400000,91.0387991032,100.0
1381060800000,88.6949629473,100.0
1381147200000,89.8629384933,100.0
1381233600000,87.7710138198,100.0
1381320000000,89.4941702976,100.0
1381406400000,91.4077336484,100.0
1381492800000,91.1810841953,100.0
1381579200000,93.5921882709,100.0
1381665600000,94.4646727112,100.0
1381752000000,99.7603031305,100.0
1381838400000,97.5359769725,100.0
1381924800000,104.867471347,100.0
1382011200000,101.245464654,100.0
1382097600000,104.496235733,100.0
1382184000000,120.380163903,100.0
1382270400000,119.931057875,100.0
1382356800000,128.544265546,100.0
1382443200000,137.124709571,100.0
1382529600000,138.772546086,100.0
1382616000000,139.243405993,100.0
1382702400000,125.135598078,100.0
1382788800000,128.071263319,100.0
1382875200000,128.213591027,100.0
1382961600000,138.245075063,100.0
1383048000000,140.376168979,100.0
1383134400000,143.862832931,100.0
1383220800000,141.255684896,100.0
1383307200000,142.948845306,100.0
1383393600000,144.712148508,100.0
1383480000000,143.261998266,100.0
1383566400000,152.773174392,100.0
1383652800000,165.805139094,100.0
1383739200000,179.311049337,100.0
1383825600000,205.520326315,100.0
1383912000000,221.821684887,100.0
1383998400000,248.643746639,100.0
1384084800000,222.659350417,100.0
1384171200000,229.642557111,100.0
1384257600000,248.381201214,100.0
1384344000000,265.388635838,100.0
1384430400000,295.637314722,100.0
1384516800000,301.716303504,100.0
1384603200000,312.964450412,100.0
1384689600000,334.185629724,100.0
1384776000000,387.717644547,100.0
1384862400000,422.88168137,100.0
1384948800000,327.181004249,100.0
1385035200000,448.24885103,100.0
1385121600000,506.766288031,100.0
1385208000000,576.902699288,100.0
1385294400000,530.580248018,100.0
1385380800000,562.858878428,100.0
1385467200000,582.501740946,100.0
1385553600000,636.661664847,100.0
1385640000000,716.548156443,100.0
1385726400000,767.286551103,100.0
1385812800000,789.643769216,100.0
1385899200000,718.491072834,100.0
1385985600000,681.467480233,100.0
1386072000000,757.422452852,100.0
1386158400000,785.638938247,100.0
1386244800000,654.829257555,100.0
1386331200000,710.140233994,100.0
1386417600000,549.048353044,100.0
1386504000000,528.488368218,100.0
1386590400000,622.884954507,100.0
1386676800000,644.550367138,100.0
1386763200000,617.121967535,100.0
1386849600000,602.62963308,100.0
1386936000000,634.241014052,100.0
1387022400000,611.340151592,100.0
1387108800000,584.309729218,100.0
1387195200000,576.567539094,100.0
1387281600000,495.632326215,100.0
1387368000000,349.272976765,100.0
1387454400000,465.302613989,100.0
1387540800000,480.693943989,100.0
1387627200000,427.82630281,100.0
1387713600000,451.745390653,100.0
1387800000000,445.557495809,100.0
1387886400000,459.710507583,100.0
1387972800000,467.370009423,100.0
1388059200000,500.174383718,100.0
1388145600000,531.469121522,96.5065242296
1388232000000,520.936898875,92.1458997846
1388318400000,507.050095111,98.5150509122
1388404800000,528.428306923,98.3539269946
1388491200000,526.486479566,104.464674483
1388577600000,537.915665508,112.524050989
1388664000000,539.908080434,131.153110045
1388750400000,573.833244409,124.105733769
1388836800000,575.93059989,131.728357829
1388923200000,606.495604395,150.443041686
1389009600000,694.16445156,136.411578717
1389096000000,645.089870592,119.030409859
1389182400000,602.454076846,115.048113543
1389268800000,586.078182472,115.812393813
1389355200000,585.488013896,129.977359363
1389441600000,637.3661709,117.159564967
1389528000000,605.76410795,110.752389209
1389614400000,583.198477586,110.915689655
1389700800000,586.363118111,115.556732563
1389787200000,602.324935276,111.725626382
1389873600000,595.969093548,106.564596702
1389960000000,579.255369171,107.128790513
1390046400000,586.274602249,112.626030348
1390132800000,583.129111305,136.809057007
1390219200000,613.025384833,149.342450762
1390305600000,604.07999633,126.120508822
1390392000000,588.83598332,117.075549257
1390478400000,588.95777033,112.554696036
1390564800000,555.830725391,122.491615951
1390651200000,574.284236359,129.992592935
1390737600000,602.009698437,127.711813914
1390824000000,606.649800079,114.116613077
1390910400000,567.003928623,114.415165876
1390996800000,573.092530146,114.059319645
1391083200000,564.736266247,117.661353591
1391169600000,574.499335576,123.419820731
1391256000000,590.147926502,121.640641336
1391342400000,584.443162828,115.083105017
1391428800000,569.808805253,112.296803025
1391515200000,581.034948206,109.361941968
1391601600000,580.316539059,101.571961795
1391688000000,561.770240638,84.7268930861
1391774400000,497.086280015,85.1733088813
1391860800000,496.593677447,83.0157632254
1391947200000,484.142987677,73.8033192228
1392033600000,436.152154922,87.408065083
1392120000000,495.628541729,79.4537421921
1392206400000,459.557448073,77.2456016767
1392292800000,454.156350169,70.6646498583
1392379200000,439.697952954,73.1722348958
1392465600000,449.905990377,69.8612134764
1392552000000,450.05501124,67.2821025
1392638400000,452.388732943,62.3403754716
1392724800000,440.47066257,62.6741696217
1392811200000,433.563537117,54.3528277501
1392897600000,415.609332698,49.2854649198
1392984000000,401.174513128,48.3189916612
1393070400000,397.398090269,53.4516984615
1393156800000,435.202354535,49.4347437203
1393243200000,407.821391909,37.6666581958
1393329600000,353.262132417,42.3824626238
1393416000000,402.60495061,42.6043940533
1393502400000,400.591514358,41.2762630245
1393588800000,394.238496768,40.0392229395
1393675200000,389.215141053,40.4158799596
1393761600000,397.624477037,41.0744558847
1393848000000,413.743977358,53.5924368153
1393934400000,478.994157339,44.0398827204
1394020800000,460.238916669,34.443184602
1394107200000,462.575180208,32.2437464676
1394193600000,446.453816314,30.5653331162
1394280000000,435.564803511,30.1185839242
1394366400000,434.702113693,30.7731095637
1394452800000,439.651359654,29.0516065039
1394539200000,439.512230007,31.6731064285
1394625600000,444.201729877,31.7355076874
1394712000000,449.218609401,31.2220904357
1394798400000,442.706166915,31.0737539599
1394884800000,442.933315144,31.8003673399
1394971200000,443.107658442,30.7286629875
1395057600000,432.388282164,30.8054628996
1395144000000,426.637094721,31.5752685817
1395230400000,429.447289892,29.1565399976
1395316800000,415.191175107,27.3347154053
1395403200000,398.909181555,26.8681684421
1395489600000,392.627152252,25.5789440859
1395576000000,393.908907143,25.5746671854
1395662400000,395.308279929,25.1740186665
1395748800000,402.681783131,26.0500207021
1395835200000,408.477166189,23.8160524134
1395921600000,389.188548871,20.1423830521
1396008000000,350.788729474,20.2105698516
1396094400000,349.084224842,18.9749078578
1396180800000,332.83384523,17.3629937415
1396267200000,314.228961485,18.9756416735
1396353600000,340.309353982,18.9649123625
1396440000000,342.772875884,14.8063765659
1396526400000,302.83384546,16.1545427145
1396612800000,315.172213695,15.8620959331
1396699200000,314.103639128,16.4089013185
1396785600000,317.433816803,16.8069748241
1396872000000,320.322345305,16.1743627112
1396958400000,315.210875252,16.1392284573
1397044800000,315.496042087,13.7536946955
1397131200000,286.556961428,14.1169683403
1397217600000,290.024068116,14.831348222
1397304000000,297.925684348,13.9458672971
1397390400000,290.942914332,18.9186015635
1397476800000,324.279080751,17.49122063
1397563200000,349.729403186,16.2091995905
1397649600000,361.006540295,16.2276344833
1397736000000,343.832206528,16.1732183443
1397822400000,337.06617605,17.7369250084
1397908800000,346.745783793,17.7184126055
1397995200000,352.319757031,16.3685754536
1398081600000,349.225257117,14.9343194373
1398168000000,346.392129467,15.1239894779
1398254400000,343.261537196,14.6803494858
1398340800000,341.887100034,12.2670086959
1398427200000,312.151444136,12.4150096635
1398513600000,316.048270098,11.7621067032
1398600000000,318.204334113,11.0529682058
1398686400000,303.135086666,11.7264368172
1398772800000,314.348032077,11.8509874346
1398859200000,311.206726766,11.9896495342
1398945600000,315.609614649,11.5888877403
1399032000000,311.458574283,11.4521574951
1399118400000,309.266958351,11.0811733702
1399204800000,302.378799765,11.0847797832
1399291200000,302.954925876,11.1170852683
1399377600000,301.148712155,11.3552984362
1399464000000,306.26499577,11.5456847815
1399550400000,309.851146708,11.5958259858
1399636800000,310.585246766,11.83208092
1399723200000,315.478285849,11.6155320507
1399809600000,312.825964982,11.2946336402
1399896000000,306.95767456,11.258059668
1399982400000,305.756628033,11.4682781663
1400068800000,310.244660094,11.6791080133
1400155200000,314.367472517,12.759865116
1400241600000,314.557265446,12.2839566908
1400328000000,315.476143438,11.6218642123
1400414400000,313.262416181,13.5568831071
1400500800000,310.133919838,13.5389521721
1400587200000,319.051897572,15.2490239351
1400673600000,343.991124041,15.7311450863
1400760000000,355.128444714,16.3411568839
1400846400000,374.426994738,15.6983943257
1400932800000,362.791950151,16.7398751649
1401019200000,395.337912626,16.8271649951
1401105600000,405.574342217,14.6042888141
1401192000000,393.776694918,17.4074969605
1401278400000,400.981510929,15.7363917013
1401364800000,394.46215107,16.7478518328
1401451200000,413.241095218,17.6865844574
1401537600000,432.057659372,17.5905942833
1401624000000,450.30448099,17.9022013337
1401710400000,437.530213493,18.0498998556
1401796800000,459.767726014,16.7780338632
1401883200000,445.050458021,15.8211819891
1401969600000,455.720930246,15.4997891162
1402056000000,459.85879188,15.0274129929
1402142400000,458.160075964,15.1126974295
1402228800000,459.313794612,12.7907465498
1402315200000,454.226616387,14.2398760402
1402401600000,458.534763945,13.5899651636
1402488000000,448.735110358,13.3248830178
1402574400000,444.501177952,12.662491053
1402660800000,428.386073983,11.817729896
1402747200000,406.929882386,11.3137044702
1402833600000,395.788122605,12.1165519414
1402920000000,422.524093081,11.9391004738
1403006400000,420.234074233,12.145221425
1403092800000,428.178767445,11.1260260729
1403179200000,424.146110827,10.9935211043
1403265600000,414.624027779,11.0456120752
1403352000000,417.834966736,10.5453380129
1403438400000,423.01253624,10.1924398383
1403524800000,412.903707767,10.3118493293
1403611200000,416.90444453,9.53536665933
1403697600000,396.098459231,9.83857858287
1403784000000,402.126846339,10.0216397543
1403870400000,409.557226475,10.3607317237
1403956800000,421.764410735,10.1811454655
1404043200000,418.456429476,10.7131554975
1404129600000,438.710852987,11.0574154277
1404216000000,455.646761387,10.1553080856
1404302400000,451.661770256,10.6074110837
1404388800000,454.740178561,10.436100041
1404475200000,442.044548003,10.0578749243
1404561600000,442.145188687,9.86584706815
1404648000000,443.001691433,10.112020555
1404734400000,438.602892183,10.165217371
1404820800000,435.713023172,9.8796469163
1404907200000,436.087492965,9.61647795672
1404993600000,429.940924319,6.15604518036
1405080000000,436.298262032,5.89259944461
1405166400000,441.217558905,6.24091246797
1405252800000,441.657278842,6.00822052039
1405339200000,434.251841232,6.02295209295
1405425600000,435.362598424,5.9028278914
1405512000000,431.964559109,5.83308495099
1405598400000,427.976450323,6.05489170124
1405684800000,434.128271559,6.06971925213
1405771200000,438.170428408,6.01179211336
1405857600000,437.649729512,5.96968990471
1405944000000,433.834068144,6.04048836281
1406030400000,435.924202421,6.00302133569
1406116800000,435.935977929,5.78835232904
1406203200000,425.843864569,5.50651412162
1406289600000,419.570676337,5.41994425921
1406376000000,417.24195984,5.46888489603
1406462400000,417.177810701,5.25287999001
1406548800000,406.060243594,5.31652575616
1406635200000,408.928399873,5.14360795128
1406721600000,402.670922223,5.04831946372
1406808000000,399.342766301,5.3625611241
1406894400000,412.630867854,5.33514744772
1406980800000,412.177395011,5.26399028746
1407067200000,408.450964343,5.30117325426
1407153600000,409.896091428,5.25638504311
1407240000000,410.46620753,5.17535373822
1407326400000,407.862200234,5.11950836619
1407412800000,409.782105503,5.20548081038
1407499200000,413.677953284,5.14102734925
1407585600000,411.66765182,5.2035192356
1407672000000,415.258837837,5.10599194249
1407758400000,411.385507515,4.47712469326
1407844800000,398.039457294,4.13954987178
1407931200000,384.774805605,3.88237378105
1408017600000,359.641165483,3.76671729194
1408104000000,354.772078362,3.67459837108
1408190400000,348.791010748,3.6012243632
1408276800000,347.008774372,2.87715831333
1408363200000,321.253176692,3.09306699261
1408449600000,332.741826372,3.38505260731
1408536000000,335.805379828,3.94489323499
1408622400000,361.649788627,3.6338663194
1408708800000,354.646204334,3.43139913013
1408795200000,353.716508085,3.63053432353
1408881600000,350.430636515,3.56425599567
1408968000000,350.896183936,3.97028224711
1409054400000,356.622706293,3.64061583201
1409140800000,360.974171439,3.45169477971
1409227200000,355.489700181,3.46084707139
1409313600000,353.926344754,3.69081346364
1409400000000,352.907697525,3.57708628296
1409486400000,343.684814258,3.47106986339
1409572800000,336.719924571,3.35779979954
1409659200000,333.864029352,3.40751569678
1409745600000,334.522164043,3.53084368392
1409832000000,336.223141741,3.53125843179
1409918400000,341.407358449,3.48020820764
1410004800000,339.466915441,3.48160305011
1410091200000,340.704024031,3.23400130736
1410177600000,328.371912414,3.26380557917
1410264000000,329.34296061,3.37162289627
1410350400000,337.056800763,3.36367006882
1410436800000,333.93774363,3.33957033837
1410523200000,332.516524575,3.39906385013
1410609600000,334.793166161,3.36720779042
1410696000000,333.337363097,3.48627144734
1410782400000,332.284808685,3.37975312834
1410868800000,331.074148074,3.15035528115
1410955200000,323.774853053,3.15513447755
1411041600000,312.683952589,2.48142259493
1411128000000,275.670554805,2.6634086506
1411214400000,293.82914208,2.40721152211
1411300800000,277.576707169,2.45121784046
1411387200000,282.189011274,2.38849308724
1411473600000,278.31076464,2.67809670456
1411560000000,298.21829291,2.45754489028
1411646400000,287.573263358,2.53533451494
1411732800000,280.398767135,2.55135816524
1411819200000,283.707058582,2.45193260975
1411905600000,277.310656096,2.32955948449
1411992000000,263.789538403,2.37475682323
1412078400000,266.392128456,2.41838622774
1412164800000,267.757078443,2.40291733196
1412251200000,267.123422691,2.34718945536
1412337600000,261.929302718,2.12470521071
1412424000000,243.37239811,1.80415812384
1412510400000,218.693396327,1.94251657318
1412596800000,229.764996107,1.91045135159
1412683200000,227.330172826,2.03073906251
1412769600000,237.041493943,2.25092495224
1412856000000,258.595323332,2.16920482236
1412942400000,254.657983737,2.08527782651
1413028800000,250.152532696,2.09693764829
1413115200000,250.369735324,2.26364353624
1413201600000,266.401750826,2.50362944676
1413288000000,283.046073544,2.3984708034
1413374400000,276.90775664,2.32276141178
1413460800000,270.163705942,2.25254642124
1413547200000,263.056858323,2.32661143441
1413633600000,268.897599703,2.32302416985
1413720000000,270.849486297,2.26603222184
1413806400000,267.214057887,2.31496509143
1413892800000,271.458063907,2.27646669865
1413979200000,269.830559348,2.16069351804
1414065600000,259.879937717,2.11070402481
1414152000000,250.469595386,2.01886511662
1414238400000,242.819438169,2.09326090167
1414324800000,249.067405337,2.12216192654
1414411200000,248.647219182,2.14595928504
1414497600000,251.46516571,2.05798491479
1414584000000,244.109714424,1.98116098799
1414670400000,235.788860883,1.9987942277
1414756800000,238.087973318,1.89969896028
1414843200000,231.316043851,1.84269906022
1414929600000,225.283880711,1.89349994236
1415016000000,230.113527304,1.87614450111
1415102400000,228.418283867,1.95170816368
1415188800000,236.407508422,1.98340483759
1415275200000,239.68358979,1.97277632113
1415361600000,240.077016058,1.96720744085
1415448000000,240.566246446,2.01005534709
1415534400000,244.908340971,2.14839785235
1415620800000,258.648889724,2.15773701313
1415707200000,258.076442616,2.27819291968
1415793600000,272.595871882,2.63459519311
1415880000000,301.656688439,2.38301224411
1415966400000,276.215029906,2.3704542204
1416052800000,274.844261742,2.3279026065
1416139200000,271.958243329,2.47587763244
1416225600000,285.662155425,2.20294603108
1416312000000,263.393781138,2.23559132645
1416398400000,265.931121822,2.05633458046
1416484800000,252.141901778,1.99416290252
1416571200000,247.342884532,2.07108304077
1416657600000,254.22273932,2.01322216399
1416744000000,249.866658793,2.05519575748
1416830400000,260.059657857,2.14108378626
1416916800000,274.595450746,2.0708454918
1417003200000,259.475178102,2.26428101172
1417089600000,260.957326159,2.28511417016
1417176000000,253.841807218,2.41368566357
1417262400000,269.043007513,2.29336364327
1417348800000,265.370842537,2.16394557312
1417435200000,265.3043624,2.30262498631
1417521600000,266.648324061,2.26338412218
1417608000000,262.337558183,2.24796250223
1417694400000,258.083155898,2.28523341242
1417780800000,260.565842736,2.31130572845
1417867200000,262.08268078,2.34481976354
1417953600000,262.455646672,2.23346815012
1418040000000,256.334112972,2.21237078957
1418126400000,245.096219615,2.25079648307
1418212800000,244.627268931,2.31201655684
1418299200000,249.392867734,2.27129008153
1418385600000,244.621869571,2.27913937335
1418472000000,242.987901898,2.30215776694
1418558400000,243.867269522,2.28393580689
1418644800000,243.090533525,2.2106981737
1418731200000,233.549188967,2.25718715967
1418817600000,222.472973807,2.2977733703
1418904000000,219.624444554,2.21703813892
1418990400000,217.517966003,2.30739074657
1419076800000,230.039634585,2.33172389103
1419163200000,226.621553272,2.37641397739
1419249600000,230.145401405,2.37486780371
1419336000000,231.602104237,2.21684990366
1419422400000,231.635141904,2.13566882912
1419508800000,223.204134727,2.20873332357
1419595200000,226.308635159,2.17217514492
1419681600000,224.029278645,2.10227222966
1419768000000,218.689666728,2.13252246059
1419854400000,219.865143667,2.10065865995
1419940800000,217.1596528,2.12001043959
1420027200000,218.123000498,1.91856298188
1420113600000,220.771902871,1.8988738888
1420200000000,219.86953916,1.77756892932
1420286400000,212.957598453,1.60004138822
1420372800000,197.580424406,1.54036828931
1420459200000,190.405629673,1.57337718429
1420545600000,192.086306197,1.6210891159
1420632000000,199.631297727,1.61477139083
1420718400000,200.848589144,1.59256243403
1420804800000,197.946273451,1.52612588272
1420891200000,194.851770739,1.46776584901
1420977600000,192.960273378,1.40231641323
1421064000000,188.000891837,1.10560277277
1421150400000,160.560714272,0.857683098831
1421236800000,135.274084437,0.931972842761
1421323200000,147.639453924,0.966610927567
1421409600000,149.407966926,0.893105777443
1421496000000,138.706932515,0.937786993032
1421582400000,148.254780564,0.926892387409
1421668800000,147.398861265,0.922661348636
1421755200000,146.323608017,0.950004009847
1421841600000,148.507868171,1.11651711124
1421928000000,162.110150521,1.09373604464
1422014400000,158.402546705,1.13583508122
1422100800000,164.605292517,1.35994903777
1422187200000,171.443047688,1.61523086252
1422273600000,209.146772829,1.36951153399
1422360000000,177.630901462,1.40386929881
1422446400000,181.293876075,1.20094247018
1422532800000,156.813171732,1.23337118374
1422619200000,162.381308813,1.22234811498
1422705600000,159.873707037,1.07106671774
1422792000000,149.909780829,1.14799876072
1422878400000,157.426069682,1.26960703177
1422964800000,169.478686356,1.19527392986
1423051200000,159.129208784,1.17773250417
1423137600000,157.692353831,1.12609634951
1423224000000,151.661156313,1.15543963725
1423310400000,160.138430117,1.16013772108
1423396800000,159.140730915,1.07743165833
1423483200000,153.568078648,1.04517719587
1423569600000,151.286556031,1.04771900556
1423656000000,153.852358958,1.03729318184
1423742400000,152.989096231,1.13178806686
1423828800000,164.18817066,1.20610193655
1423915200000,172.237333007,1.23406744157
1424001600000,177.658803091,1.08177989406
1424088000000,162.954272787,1.11328894209
1424174400000,167.043926012,1.13417175758
1424260800000,169.205307394,1.11219160296
1424347200000,166.292125506,1.13817463983
1424433600000,169.976480067,1.14653937782
1424520000000,170.906667588,1.14739940781
1424606400000,170.978180148,1.03749103979
1424692800000,162.982265115,1.06356013915
1424779200000,166.247594072,1.05744492214
1424865600000,165.907143679,1.0509952232
1424952000000,165.401953709,1.18766838618
1425038400000,176.513864254,1.18046975093
1425124800000,177.005852655,1.16756914392
1425211200000,175.547944264,1.24113645625
1425297600000,181.166531188,1.26884919604
1425384000000,191.229560283,1.23616363772
1425470400000,195.344611076,1.25052291771
1425556800000,188.427813805,1.24866132407
1425643200000,189.534487791,1.23881429727
1425729600000,190.233511135,1.25154169898
1425816000000,191.470868942,1.28747178983
1425902400000,195.750440977,1.34261555822
1425988800000,205.911065164,1.32957195252
1426075200000,204.743200492,1.32479522125
1426161600000,204.700858651,1.32144805605
1426248000000,203.127735637,1.2823191444
1426334400000,198.132354047,1.29094035297
1426420800000,198.955064358,1.33102629809
1426507200000,204.022964899,1.32882449188
1426593600000,203.324554869,1.16741428718
1426680000000,188.601097622,1.10386746758
1426766400000,180.689132181,1.10879297349
1426852800000,181.903743516,1.09848847856
1426939200000,181.617122376,1.10462742946
1427025600000,182.291391921,1.16734120384
1427112000000,187.54021565,1.08001635638
1427198400000,178.287778742,1.05985029994
1427284800000,171.906700957,1.06154182758
1427371200000,175.521737599,1.04052496451
1427457600000,172.853869612,1.07221963116
1427544000000,176.722322526,1.01305073841
1427630400000,171.912894826,1.00351127553
1427716800000,170.377457216,1.00662437737
1427803200000,170.852899741,0.991652494679
1427889600000,169.706324668,1.01173322323
1427976000000,172.158615138,1.04823129494
1428062400000,177.322912422,1.03766531619
1428148800000,176.22535943,1.07084990169
1428235200000,179.065856346,1.0837908719
1428321600000,180.151116285,1.06630956974
1428408000000,177.300699852,1.01301355759
1428494400000,171.447992516,0.983954884874
1428580800000,169.21180927,0.96103951737
1428667200000,166.545108456,0.933811920214
1428753600000,164.236858265,0.925217824417
1428840000000,164.92062516,0.917366501627
1428926400000,163.681173383,0.816669051122
1429012800000,154.939774588,0.81440243613
1429099200000,155.09754836,0.843280609272
1429185600000,157.865704613,0.835531294823
1429272000000,155.933940094,0.827712636139
1429358400000,154.925205061,0.859301651999
1429444800000,157.909892187,0.856687206667
1429531200000,157.669852548,0.853016764352
1429617600000,157.332448964,0.929932046985
1429704000000,164.587994747,0.926741814505
1429790400000,164.468490561,0.898982797198
1429876800000,162.023653301,0.883559253188
1429963200000,159.739960064,0.807660067779
1430049600000,153.024253043,0.801957001916
1430136000000,152.66581621,0.849368981405
1430222400000,157.24600664,0.846544081593
1430308800000,156.977810212,0.898777885751
1430395200000,162.893173094,0.902177244269
1430481600000,163.70798874,0.904823971058
1430568000000,164.23641828,0.939244638846
1430654400000,169.475341372,0.934543511976
1430740800000,168.866819293,0.888719122042
1430827200000,163.42577498,0.897333914698
1430913600000,164.389984258,0.881129237873
1431000000000,161.640122914,0.899602994869
1431086400000,166.373044918,0.906604550888
1431172800000,167.936435031,0.917392941853
1431259200000,169.848832907,0.906718843095
1431345600000,168.251769065,0.908687018324
1431432000000,168.434476602,0.9211877492
1431518400000,169.597039802,0.876864729756
1431604800000,165.565639707,0.878859099829
1431691200000,165.94836327,0.87434243123
1431777600000,165.52248637,0.873824413352
1431864000000,165.473460436,0.876217900974
1431950400000,165.700239414,0.841988631899
1432036800000,162.495120536,0.885707019446
1432123200000,163.192088393,0.899038317401
1432209600000,164.424871525,0.901698781925
1432296000000,164.668337412,1.00207325309
1432382400000,168.333357799,0.979711228095
1432468800000,167.471728134,0.967744116037
1432555200000,166.050608994,0.96946816085
1432641600000,166.376748545,0.983316991238
1432728000000,166.312582371,0.976153180608
1432814400000,166.036643453,0.957415998819
1432900800000,165.579467165,0.929199764988
1432987200000,162.991137003,0.887383629299
1433073600000,161.970518923,0.865477406213
1433160000000,159.284498481,0.838764924375
