timestamp,"volume-weighted (max_weight=0.1, min_volume=100000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.2, min_volume=100000)","volume-weighted (max_weight=0.2, min_volume=1000000)","volume-weighted (max_weight=0.3, min_volume=100000)","volume-weighted (max_weight=0.3, min_volume=1000000)"
1370088000000,100.0,100.0,100.0,100.0,100.0,100.0
1370174400000,100.0,100.0,100.0,100.0,100.0,100.0
1370260800000,100.0,100.0,100.0,100.0,100.0,100.0
1370347200000,100.0,100.0,100.0,100.0,100.0,100.0
1370433600000,100.0,100.0,100.0,100.0,100.0,100.0
1370520000000,100.0,100.0,100.0,100.0,100.0,100.0
1370606400000,100.0,100.0,100.0,100.0,100.0,100.0
1370692800000,100.0,100.0,100.0,100.0,100.0,100.0
1370779200000,100.0,100.0,100.0,100.0,100.0,100.0
1370865600000,100.0,100.0,100.0,100.0,100.0,100.0
1370952000000,100.0,100.0,100.0,100.0,100.0,100.0
1371038400000,100.0,100.0,100.0,100.0,100.0,100.0
1371124800000,100.0,100.0,100.0,100.0,100.0,100.0
1371211200000,100.0,100.0,100.0,100.0,100.0,100.0
1371297600000,100.0,100.0,100.0,100.0,100.0,100.0
1371384000000,100.0,100.0,100.0,100.0,100.0,100.0
1371470400000,100.0,100.0,100.0,100.0,100.0,100.0
1371556800000,100.0,100.0,100.0,100.0,100.0,100.0
1371643200000,100.0,100.0,100.0,100.0,100.0,100.0
1371729600000,100.0,100.0,100.0,100.0,100.0,100.0
1371816000000,100.0,100.0,100.0,100.0,100.0,100.0
1371902400000,100.0,100.0,100.0,100.0,100.0,100.0
1371988800000,100.0,100.0,100.0,100.0,100.0,100.0
1372075200000,100.0,100.0,100.0,100.0,100.0,100.0
1372161600000,100.0,100.0,100.0,100.0,100.0,100.0
1372248000000,100.0,100.0,100.0,100.0,100.0,100.0
1372334400000,100.0,100.0,100.0,100.0,100.0,100.0
1372420800000,100.0,100.0,100.0,100.0,100.0,100.0
1372507200000,100.0,100.0,100.0,100.0,100.0,100.0
1372593600000,100.0,100.0,100.0,100.0,100.0,100.0
1372680000000,100.0,100.0,100.0,100.0,100.0,100.0
1372766400000,100.0,100.0,100.0,100.0,100.0,100.0
1372852800000,100.0,100.0,100.0,100.0,100.0,100.0
1372939200000,100.0,100.0,100.0,100.0,100.0,100.0
1373025600000,100.0,100.0,100.0,100.0,100.0,100.0
1373112000000,100.0,100.0,100.0,100.0,100.0,100.0
1373198400000,100.0,100.0,100.0,100.0,100.0,100.0
1373284800000,100.0,100.0,100.0,100.0,100.0,100.0
1373371200000,100.0,100.0,100.0,100.0,100.0,100.0
1373457600000,100.0,100.0,100.0,100.0,100.0,100.0
1373544000000,100.0,100.0,100.0,100.0,100.0,100.0
1373630400000,100.0,100.0,100.0,100.0,100.0,100.0
1373716800000,100.0,100.0,100.0,100.0,100.0,100.0
1373803200000,100.0,100.0,100.0,100.0,100.0,100.0
1373889600000,100.0,100.0,100.0,100.0,100.0,100.0
1373976000000,100.0,100.0,100.0,100.0,100.0,100.0
1374062400000,100.0,100.0,100.0,100.0,100.0,100.0
1374148800000,100.0,100.0,100.0,100.0,100.0,100.0
1374235200000,100.0,100.0,100.0,100.0,100.0,100.0
1374321600000,100.0,100.0,100.0,100.0,100.0,100.0
1374408000000,100.0,100.0,100.0,100.0,100.0,100.0
1374494400000,100.0,100.0,100.0,100.0,100.0,100.0
1374580800000,100.0,100.0,100.0,100.0,100.0,100.0
1374667200000,100.0,100.0,100.0,100.0,100.0,100.0
1374753600000,100.0,100.0,100.0,100.0,100.0,100.0
1374840000000,100.0,100.0,100.0,100.0,100.0,100.0
1374926400000,100.0,100.0,100.0,100.0,100.0,100.0
1375012800000,100.0,100.0,100.0,100.0,100.0,100.0
1375099200000,100.0,100.0,100.0,100.0,100.0,100.0
1375185600000,100.0,100.0,100.0,100.0,100.0,100.0
1375272000000,100.0,100.0,100.0,100.0,100.0,100.0
1375358400000,100.0,100.0,100.0,100.0,100.0,100.0
1375444800000,100.0,100.0,100.0,100.0,100.0,100.0
1375531200000,100.0,100.0,100.0,100.0,100.0,100.0
1375617600000,100.0,100.0,100.0,100.0,100.0,100.0
1375704000000,100.0,100.0,100.0,100.0,100.0,100.0
1375790400000,100.0,100.0,100.0,100.0,100.0,100.0
1375876800000,100.0,100.0,100.0,100.0,100.0,100.0
1375963200000,100.0,100.0,100.0,100.0,100.0,100.0
1376049600000,100.0,100.0,100.0,100.0,100.0,100.0
1376136000000,100.0,100.0,100.0,100.0,100.0,100.0
1376222400000,100.0,100.0,100.0,100.0,100.0,100.0
1376308800000,100.0,100.0,100.0,100.0,100.0,100.0
1376395200000,100.0,100.0,100.0,100.0,100.0,100.0
1376481600000,100.0,100.0,100.0,100.0,100.0,100.0
1376568000000,100.0,100.0,100.0,100.0,100.0,100.0
1376654400000,100.0,100.0,100.0,100.0,100.0,100.0
1376740800000,100.0,100.0,100.0,100.0,100.0,100.0
1376827200000,100.0,100.0,100.0,100.0,100.0,100.0
1376913600000,100.0,100.0,100.0,100.0,100.0,100.0
1377000000000,100.0,100.0,100.0,100.0,100.0,100.0
1377086400000,100.0,100.0,100.0,100.0,100.0,100.0
1377172800000,100.0,100.0,100.0,100.0,100.0,100.0
1377259200000,100.0,100.0,100.0,100.0,100.0,100.0
1377345600000,100.0,100.0,100.0,100.0,100.0,100.0
1377432000000,100.0,100.0,100.0,100.0,100.0,100.0
1377518400000,100.0,100.0,100.0,100.0,100.0,100.0
1377604800000,100.0,100.0,100.0,100.0,100.0,100.0
1377691200000,100.0,100.0,100.0,100.0,100.0,100.0
1377777600000,100.0,100.0,100.0,100.0,100.0,100.0
1377864000000,100.0,100.0,100.0,100.0,100.0,100.0
1377950400000,100.0,100.0,100.0,100.0,100.0,100.0
1378036800000,100.0,100.0,100.0,100.0,100.0,100.0
1378123200000,100.0,100.0,100.0,100.0,100.0,100.0
1378209600000,100.0,100.0,100.0,100.0,100.0,100.0
1378296000000,100.0,100.0,100.0,100.0,100.0,100.0
1378382400000,100.0,100.0,100.0,100.0,100.0,100.0
1378468800000,100.0,100.0,100.0,100.0,100.0,100.0
1378555200000,100.0,100.0,100.0,100.0,100.0,100.0
1378641600000,100.0,100.0,100.0,100.0,100.0,100.0
1378728000000,100.0,100.0,100.0,100.0,100.0,100.0
1378814400000,100.0,100.0,100.0,100.0,100.0,100.0
1378900800000,100.0,100.0,100.0,100.0,100.0,100.0
1378987200000,100.0,100.0,100.0,100.0,100.0,100.0
1379073600000,100.0,100.0,100.0,100.0,100.0,100.0
1379160000000,100.0,100.0,100.0,100.0,100.0,100.0
1379246400000,100.0,100.0,100.0,100.0,100.0,100.0
1379332800000,100.0,100.0,100.0,100.0,100.0,100.0
1379419200000,100.0,100.0,100.0,100.0,100.0,100.0
1379505600000,100.0,100.0,100.0,100.0,100.0,100.0
1379592000000,100.0,100.0,100.0,100.0,100.0,100.0
1379678400000,100.0,100.0,100.0,100.0,100.0,100.0
1379764800000,100.0,100.0,100.0,100.0,100.0,100.0
1379851200000,100.0,100.0,100.0,100.0,100.0,100.0
1379937600000,100.0,100.0,100.0,100.0,100.0,100.0
1380024000000,100.0,100.0,100.0,100.0,100.0,100.0
1380110400000,100.0,100.0,100.0,100.0,100.0,100.0
1380196800000,100.0,100.0,100.0,100.0,100.0,100.0
1380283200000,100.0,100.0,100.0,100.0,100.0,100.0
1380369600000,100.0,100.0,100.0,100.0,100.0,100.0
1380456000000,100.0,100.0,100.0,100.0,100.0,100.0
1380542400000,100.0,100.0,100.0,100.0,100.0,100.0
1380628800000,100.0,100.0,100.0,100.0,100.0,100.0
1380715200000,100.0,100.0,100.0,100.0,100.0,100.0
1380801600000,100.0,100.0,100.0,100.0,100.0,100.0
1380888000000,100.0,100.0,100.0,100.0,100.0,100.0
1380974400000,100.0,100.0,100.0,100.0,100.0,100.0
1381060800000,100.0,100.0,100.0,100.0,100.0,100.0
1381147200000,100.0,100.0,100.0,100.0,100.0,100.0
1381233600000,100.0,100.0,100.0,100.0,100.0,100.0
1381320000000,100.0,100.0,100.0,100.0,100.0,100.0
1381406400000,100.0,100.0,100.0,100.0,100.0,100.0
1381492800000,100.0,100.0,100.0,100.0,100.0,100.0
1381579200000,100.0,100.0,100.0,100.0,100.0,100.0
1381665600000,100.0,100.0,100.0,100.0,100.0,100.0
1381752000000,100.0,100.0,100.0,100.0,100.0,100.0
1381838400000,100.0,100.0,100.0,100.0,100.0,100.0
1381924800000,100.0,100.0,100.0,100.0,100.0,100.0
1382011200000,100.0,100.0,100.0,100.0,100.0,100.0
1382097600000,100.0,100.0,100.0,100.0,100.0,100.0
1382184000000,100.0,100.0,100.0,100.0,100.0,100.0
1382270400000,100.0,100.0,100.0,100.0,100.0,100.0
1382356800000,100.0,100.0,100.0,100.0,100.0,100.0
1382443200000,100.0,100.0,100.0,100.0,100.0,100.0
1382529600000,100.0,100.0,100.0,100.0,100.0,100.0
1382616000000,100.0,100.0,100.0,100.0,100.0,100.0
1382702400000,100.0,100.0,100.0,100.0,100.0,100.0
1382788800000,100.0,100.0,100.0,100.0,100.0,100.0
1382875200000,100.0,100.0,100.0,100.0,100.0,100.0
1382961600000,100.0,100.0,100.0,100.0,100.0,100.0
1383048000000,100.0,100.0,100.0,100.0,100.0,100.0
1383134400000,100.0,100.0,100.0,100.0,100.0,100.0
1383220800000,100.0,100.0,100.0,100.0,100.0,100.0
1383307200000,100.0,100.0,100.0,100.0,100.0,100.0
1383393600000,100.0,100.0,100.0,100.0,100.0,100.0
1383480000000,100.0,100.0,100.0,100.0,100.0,100.0
1383566400000,100.0,100.0,100.0,100.0,100.0,100.0
1383652800000,100.0,100.0,100.0,100.0,100.0,100.0
1383739200000,100.0,100.0,100.0,100.0,100.0,100.0
1383825600000,100.0,100.0,100.0,100.0,100.0,100.0
1383912000000,100.0,100.0,100.0,100.0,100.0,100.0
1383998400000,100.0,100.0,100.0,100.0,100.0,100.0
1384084800000,100.0,100.0,100.0,100.0,100.0,100.0
1384171200000,100.0,100.0,100.0,100.0,100.0,100.0
1384257600000,100.0,100.0,100.0,100.0,100.0,100.0
1384344000000,100.0,100.0,100.0,100.0,100.0,100.0
1384430400000,100.0,100.0,100.0,100.0,100.0,100.0
1384516800000,100.0,100.0,100.0,100.0,100.0,100.0
1384603200000,100.0,100.0,100.0,100.0,100.0,100.0
1384689600000,100.0,100.0,100.0,100.0,100.0,100.0
1384776000000,100.0,100.0,100.0,100.0,100.0,100.0
1384862400000,100.0,100.0,100.0,100.0,100.0,100.0
1384948800000,100.0,100.0,100.0,100.0,100.0,100.0
1385035200000,100.0,100.0,100.0,100.0,100.0,100.0
1385121600000,100.0,100.0,100.0,100.0,100.0,100.0
1385208000000,100.0,100.0,100.0,100.0,100.0,100.0
1385294400000,100.0,100.0,100.0,100.0,100.0,100.0
1385380800000,100.0,100.0,100.0,100.0,100.0,100.0
1385467200000,100.0,100.0,100.0,100.0,100.0,100.0
1385553600000,100.0,100.0,100.0,100.0,100.0,100.0
1385640000000,100.0,100.0,100.0,100.0,100.0,100.0
1385726400000,100.0,100.0,100.0,100.0,100.0,100.0
1385812800000,100.0,100.0,100.0,100.0,100.0,100.0
1385899200000,100.0,100.0,100.0,100.0,100.0,100.0
1385985600000,100.0,100.0,100.0,100.0,100.0,100.0
1386072000000,100.0,100.0,100.0,100.0,100.0,100.0
1386158400000,100.0,100.0,100.0,100.0,100.0,100.0
1386244800000,100.0,100.0,100.0,100.0,100.0,100.0
1386331200000,100.0,100.0,100.0,100.0,100.0,100.0
1386417600000,100.0,100.0,100.0,100.0,100.0,100.0
1386504000000,100.0,100.0,100.0,100.0,100.0,100.0
1386590400000,100.0,100.0,100.0,100.0,100.0,100.0
1386676800000,100.0,100.0,100.0,100.0,100.0,100.0
1386763200000,100.0,100.0,100.0,100.0,100.0,100.0
1386849600000,100.0,100.0,100.0,100.0,100.0,100.0
1386936000000,100.0,100.0,100.0,100.0,100.0,100.0
1387022400000,100.0,100.0,100.0,100.0,100.0,100.0
1387108800000,100.0,100.0,100.0,100.0,100.0,100.0
1387195200000,100.0,100.0,100.0,100.0,100.0,100.0
1387281600000,100.0,100.0,100.0,100.0,100.0,100.0
1387368000000,100.0,100.0,100.0,100.0,100.0,100.0
1387454400000,100.0,100.0,100.0,100.0,100.0,100.0
1387540800000,100.0,100.0,100.0,100.0,100.0,100.0
1387627200000,100.0,100.0,100.0,100.0,100.0,100.0
1387713600000,100.0,100.0,100.0,100.0,100.0,100.0
1387800000000,100.0,100.0,100.0,100.0,100.0,100.0
1387886400000,100.0,100.0,100.0,100.0,100.0,100.0
1387972800000,100.0,100.0,100.0,100.0,100.0,100.0
1388059200000,100.0,100.0,100.0,100.0,100.0,100.0
1388145600000,113.071100595,107.80438468,110.734074099,107.80438468,109.757510959,107.80438468
1388232000000,113.579254,109.572612076,111.663162843,109.572612076,109.594759072,109.176658709
1388318400000,102.645028014,105.93782891,102.415267083,105.93782891,102.331858835,105.555010254
1388404800000,112.640493744,113.023348281,109.368641128,113.023348281,109.321402106,112.614925278
1388491200000,117.952275749,114.462920098,112.434954335,114.462920098,111.232272958,114.049295035
1388577600000,129.539834564,121.326211319,120.803311277,121.326211319,117.909456422,120.45099544
1388664000000,145.664493284,133.512129213,132.471109214,133.512129213,127.695875792,129.970173956
1388750400000,157.598823105,150.873106579,149.950108168,152.400897608,144.464769131,147.6855223
1388836800000,147.372604968,144.233962994,141.911815321,145.694523857,138.977951906,142.245165159
1388923200000,149.818862337,153.092870985,148.756952784,154.643140083,147.151103707,151.13092185
1389009600000,158.671092055,174.842817074,166.053883967,176.613333327,170.391756694,175.369903915
1389096000000,144.621124855,158.535645366,151.086701713,160.1410298,154.409506317,158.775950515
1389182400000,131.253609629,138.335491918,133.667270121,139.73632291,134.524792423,137.936432796
1389268800000,137.891119124,133.707322356,133.178797716,135.061286971,131.314884088,133.016954514
1389355200000,144.885071058,132.84611231,138.866059986,134.191356027,133.149068442,132.160191133
1389441600000,162.532950728,152.596214504,156.128635821,154.141454295,150.245474225,149.111504711
1389528000000,148.805738522,141.273064621,143.046711061,142.703642447,137.791849079,137.708969965
1389614400000,140.177261279,133.547179372,135.060582787,134.899522326,129.899584786,129.998203255
1389700800000,139.632494568,133.744089922,134.7409881,135.098426858,129.966027001,130.293795555
1389787200000,152.562357105,153.816533562,149.044372747,155.374130707,141.730968388,149.848415645
1389873600000,143.164647372,151.05412883,144.212324581,152.58375295,137.819217959,147.157274694
1389960000000,133.347308873,144.516033831,137.63132913,145.979451037,131.567702748,140.787847726
1390046400000,141.187648596,152.360586634,145.567143283,153.903440379,138.000009912,147.771361743
1390132800000,153.054205773,165.640855297,159.143187673,167.318189439,149.350019755,160.651617903
1390219200000,171.777525979,190.777409088,184.231885292,192.709284296,177.530734512,192.59330895
1390305600000,213.461651355,227.238459217,224.651765916,229.53955109,214.583935484,228.377418202
1390392000000,230.069271424,227.762427957,226.039688135,232.29563958,207.037526003,217.366875308
1390478400000,218.983692939,220.262206156,216.313833765,224.64613902,200.00236256,210.208979286
1390564800000,189.406278559,200.943437249,196.605954596,204.942863904,183.514333317,194.924794926
1390651200000,210.498402666,218.683779621,214.386035493,223.036296673,197.301800584,208.974748368
1390737600000,243.584429526,236.116101646,233.76315498,238.654864831,214.905086859,224.882345855
1390824000000,272.970767512,232.740663623,247.418836083,235.243133485,221.73790816,222.600813363
1390910400000,222.116958501,207.964912909,216.561078657,210.200989402,195.937444748,199.773717466
1390996800000,232.986154973,209.053632336,217.619817997,211.301414939,197.46547644,201.217012064
1391083200000,228.028761934,209.998070415,215.497322116,212.256007787,196.159328954,202.126046776
1391169600000,230.278299749,218.900836935,223.639436431,221.254498469,202.923123664,209.745664049
1391256000000,238.584902095,232.716518318,234.853844877,235.218728565,213.9142732,222.423518764
1391342400000,240.828334025,227.345856418,232.223184891,229.790320334,211.596512512,218.355237185
1391428800000,229.996762427,213.720534153,219.847505168,216.018496131,199.854094576,205.268741915
1391515200000,265.815480899,231.4235107,238.16320182,233.911818295,211.606255768,212.722731844
1391601600000,295.393280723,289.879577498,262.97119757,292.996415334,230.6332012,237.274553077
1391688000000,274.585189723,269.231113135,246.481721181,272.125934934,216.698643448,223.291431449
1391774400000,239.748367808,232.090456243,211.656887053,234.585934958,184.169642354,190.554762707
1391860800000,242.497921697,233.058392939,211.684911872,235.564279085,184.676913323,191.511394017
1391947200000,242.223370273,232.097923977,212.141124695,234.593482986,183.010065874,190.722146534
1392033600000,223.716330687,207.62757004,191.451704057,209.860019362,161.525670062,168.16486675
1392120000000,266.533452661,256.960922925,232.539829844,256.674745015,195.008151031,204.08816662
1392206400000,236.249455671,241.634110904,216.369713613,241.365002496,185.307989494,197.442309533
1392292800000,240.497167256,234.860804795,215.967792018,234.599239832,182.357104221,191.907754845
1392379200000,258.810279929,262.594847651,241.793529768,271.246610858,192.198976403,206.671922874
1392465600000,278.144329499,271.91321139,253.296196955,280.060399943,200.998934009,214.384756926
1392552000000,273.906402342,252.985718605,242.333621582,260.565792925,193.611036742,202.122145576
1392638400000,269.711966238,243.646083473,239.166857651,250.946319354,193.067722621,198.970315604
1392724800000,259.366863021,225.750797932,226.576799458,232.514847047,182.623083823,186.009837727
1392811200000,268.915908703,226.959553817,230.901404702,233.759820231,184.709693315,186.622525472
1392897600000,246.625965585,196.825799357,211.358107727,202.723184377,170.222122141,167.534850428
1392984000000,234.391443287,186.881402798,200.047003354,192.480829239,160.464881323,159.070345289
1393070400000,233.489535702,183.216714261,197.08563829,188.706337621,157.995859768,155.95102329
1393156800000,277.460199142,203.867487868,225.912333344,209.975859194,181.258157507,173.2383043
1393243200000,283.786974502,234.852286763,231.47343955,241.889038867,178.763080591,181.960232405
1393329600000,235.294264863,193.634657733,189.906316861,199.436428302,144.79437504,147.964704722
1393416000000,264.574593526,217.87740238,214.502402853,224.405545201,165.691362616,168.637585272
1393502400000,264.049840325,220.388233745,215.569284374,226.991607248,166.269780403,170.580974232
1393588800000,296.145681157,213.517945876,230.88205927,219.915468658,171.530129984,165.263356417
1393675200000,277.952292643,207.118862273,219.46503189,213.324652773,164.608544431,160.310451733
1393761600000,273.292222983,209.067271052,218.125704294,215.33144067,165.547498404,161.818524383
1393848000000,290.751481446,246.52043878,235.632015668,253.906797416,175.732451545,177.707688367
1393934400000,377.303450374,321.650786467,313.200868701,331.288235094,234.496310787,239.96238011
1394020800000,355.543890335,301.214732035,282.72318166,298.505504948,212.749266176,216.169313766
1394107200000,342.227529634,306.868821802,264.198452788,304.108739921,205.164447981,220.227019366
1394193600000,317.008906819,287.273102163,245.139816885,284.689270807,191.535799466,206.163984539
1394280000000,281.649069004,272.31941151,224.328320932,269.870078701,178.545673979,195.432341286
1394366400000,293.113714889,268.339135012,243.272275667,265.925602155,187.247750883,192.575862012
1394452800000,262.117416674,274.170579293,232.610307893,271.704596455,184.750448837,196.760847586
1394539200000,253.56567931,258.8329843,222.717714683,256.504952974,176.941094565,185.753692119
1394625600000,260.902597721,282.189029988,234.520657267,279.650926495,190.933132546,202.515356911
1394712000000,260.995276093,282.744989055,233.548781672,280.201885079,191.017448736,202.914345663
1394798400000,270.518846934,278.170738766,235.889103048,275.668777142,189.586460156,199.631596047
1394884800000,269.939656812,278.402326576,245.069610817,275.898281973,192.910542398,199.797797008
1394971200000,267.036381445,284.912349657,243.748203144,282.349751707,193.432018689,204.469770429
1395057600000,227.469566681,271.178278149,218.480322311,268.739209079,178.866384117,194.613397226
1395144000000,248.714602234,271.856031942,237.6242833,269.410866926,188.12201502,195.099792999
1395230400000,269.461323795,278.649512657,253.373347316,276.143244779,197.583452878,199.975192201
1395316800000,270.981579088,253.802008327,244.42221863,251.519227299,187.057074564,182.143169433
1395403200000,266.154406606,237.683679305,242.077878627,235.545871975,181.826840904,170.575713551
1395489600000,289.612945026,257.466304663,263.827471261,255.150565716,190.773090265,180.316111405
1395576000000,293.071392592,259.104071965,268.988023913,256.773602386,193.665321957,181.463119095
1395662400000,312.881476859,266.384754295,294.507308435,263.988799799,205.903401678,186.562133228
1395748800000,302.2767743,275.387548782,285.907674608,272.910620109,203.818300479,192.867225833
1395835200000,302.32897562,284.970446789,279.389121324,282.407326294,203.084476707,199.578593004
1395921600000,279.411250392,259.411173065,255.504264897,257.077941314,185.600346701,181.678196855
1396008000000,227.205860235,219.39652824,211.784223018,217.423201726,155.142442932,153.65400486
1396094400000,216.951313167,217.588877818,205.354712483,215.631809924,151.887854753,152.388019802
1396180800000,194.982513078,212.260142881,189.666687968,210.351003429,146.19720416,148.656048879
1396267200000,194.40207379,194.228691914,189.165113261,192.481733425,139.908666028,136.027751263
1396353600000,212.803386192,214.697975523,202.842304901,212.766909381,151.567413479,150.36338104
1396440000000,214.361373248,214.57657982,205.541015712,212.646605552,152.858078697,150.278361755
1396526400000,175.202896341,162.826945008,162.958973886,161.362424443,119.645086332,114.035588441
1396612800000,191.737986606,171.847364364,180.817400395,170.301711098,130.815986344,120.353024595
1396699200000,195.603887881,168.736399883,186.475637119,167.218727683,131.724574225,118.174265636
1396785600000,194.674450599,174.553157804,185.589573906,172.983167718,134.381411875,122.248022668
1396872000000,211.012035704,178.787748902,201.164732583,177.179671472,146.532280729,125.213711717
1396958400000,204.954817642,172.058203771,192.143411547,170.510654144,140.310988386,120.500685633
1397044800000,242.561145384,171.684455714,208.148858493,170.140267704,148.001281578,120.238931784
1397131200000,201.181631266,146.307835849,175.059558365,144.991893733,125.123838366,102.466456972
1397217600000,203.736269822,150.174042427,177.081603757,148.823326343,127.407214579,105.174148516
1397304000000,225.058177657,158.846373877,192.869007323,157.417655913,137.432254363,111.247801866
1397390400000,264.944181329,195.380896503,236.351321053,193.623574696,164.10285073,136.834695889
1397476800000,365.721867113,254.1002112,323.056979929,251.814748035,217.68833822,182.559307174
1397563200000,406.072819857,286.09116794,327.211799098,261.975015582,224.942621736,186.228405762
1397649600000,401.881977065,288.182972243,338.805296349,270.401106856,235.645113586,196.106294527
1397736000000,403.049054343,300.639721363,341.830693021,282.089232368,228.721813483,191.990324151
1397822400000,433.54921229,306.085816453,358.318717611,287.199284946,233.604865146,195.120118186
1397908800000,464.06506517,329.760927778,381.279770142,309.413561722,247.388546967,208.05484403
1397995200000,452.632208901,329.416749339,381.973625069,309.090620258,250.193042377,211.660022081
1398081600000,445.929559391,317.075493017,370.057853753,297.510861247,243.313646655,203.856643129
1398168000000,386.005235272,283.909435647,327.800464028,266.391261942,220.242010013,182.53326346
1398254400000,384.924478257,283.235623093,328.829698047,265.759025905,219.138669152,181.208710599
1398340800000,381.560248851,284.100781804,324.567962941,266.570801392,217.468389322,181.762222521
1398427200000,336.756537593,232.434077148,273.371882845,218.092107395,181.898340941,148.706857418
1398513600000,365.981202602,272.226540355,306.469126178,255.429240856,193.759232456,162.045820871
1398600000000,349.526602261,252.405802816,303.257619827,236.831509951,192.879633771,150.247310408
1398686400000,327.0405371,231.209154992,282.729295303,216.942767085,178.776028574,137.629774322
1398772800000,372.790863022,248.345754723,313.772354946,233.021980575,194.782024931,147.830522444
1398859200000,409.82444917,250.983522492,340.690681115,235.496989139,206.044573996,149.400682513
1398945600000,424.272002784,255.403468694,337.185456861,239.644209692,205.840819131,152.031703756
1399032000000,386.14178448,246.866442487,311.948790089,231.633946914,193.276585551,146.949945682
1399118400000,374.998663955,243.953815326,314.460691136,228.901038713,193.554013518,145.216172558
1399204800000,358.262833549,236.05111291,298.249070327,221.485959801,183.026555236,140.512002647
1399291200000,347.206172517,236.127936705,307.465455581,221.558043308,186.655198991,140.55773285
1399377600000,340.312185555,236.816108027,304.013646855,222.203752128,185.562322321,140.967374344
1399464000000,351.612377146,241.890524021,316.346566955,226.96505947,192.289709854,143.987975878
1399550400000,341.099500009,245.946133223,317.259909246,230.770423849,193.73448596,146.402121543
1399636800000,353.826125498,247.014240967,323.500549837,231.772625727,196.127920734,147.037924341
1399723200000,376.62075899,252.046942674,343.883246902,236.494792695,205.652585054,150.03369499
1399809600000,374.655774588,247.434019486,345.29275898,232.166502491,207.504974261,147.287802089
1399896000000,367.844548686,240.598242768,336.236780741,225.752516347,201.903999023,143.21873135
1399982400000,364.731013084,239.819144151,331.983307313,225.021490753,199.983310685,142.75496439
1400068800000,392.940192735,244.297217802,354.39275306,229.223252094,211.274177166,145.420586632
1400155200000,423.705050707,283.681146778,390.653577361,266.177059269,242.310952517,168.864300429
1400241600000,424.851578478,309.932330853,402.70938097,290.808456381,259.620910115,184.490604414
1400328000000,419.523518395,298.372693963,392.635486259,279.962088236,251.257078374,177.609604323
1400414400000,432.30417767,275.425259829,389.779487516,258.430588505,243.335660892,163.949893568
1400500800000,439.73468699,305.327806532,409.001529942,286.488046805,265.206034721,181.74971103
1400587200000,430.577123331,304.923966431,406.960989588,286.109125006,266.675626869,181.5093208
1400673600000,465.159406437,331.231629696,443.424062852,310.79351635,290.274023185,197.169244639
1400760000000,491.990961695,336.063583418,454.217650341,315.327322163,303.334150503,205.388637325
1400846400000,516.353443569,344.168553607,471.284732715,322.932188242,332.332164919,225.250784738
1400932800000,540.434700571,366.110106848,489.095228511,343.519873337,329.076288281,222.835929884
1401019200000,642.914654321,403.615992803,549.449272457,378.711519106,371.035647719,250.368283288
1401105600000,630.296417984,404.230368091,545.495850858,379.287985359,371.770174446,250.749388321
1401192000000,632.650862447,400.932449875,529.611398714,376.193559866,344.018147,230.894183772
1401278400000,685.883391787,475.465005649,602.776530409,446.127204527,380.820821134,260.011203944
